,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,Labels
0,-655.3445434570312,86.64986419677734,-12.361261367797852,28.34327507019043,-0.27691295742988586,9.111377716064453,-10.830962181091309,-0.02342681773006916,-17.030332565307617,-3.2726457118988037,1.6411004066467285,-5.887829780578613,4.827703475952148,-7.8938069343566895,3.4200663566589355,-1.6635788679122925,-3.3209564685821533,-4.437191963195801,-0.7904669642448425,-2.032092809677124,neutral
1,-533.7307588138677,51.44356867289649,1.675819859316772,13.499840845292056,5.2235936974564465,-0.2382361600666406,-5.821432680270872,-6.977636899982317,-12.597257029900595,-6.332307390907165,-0.6412848483568917,-3.9621924118601393,-0.5117380941750541,-3.311194481174542,-0.7817898988952797,-0.8014487204557033,-4.343507883642549,-3.916152437505843,-0.36299026796337364,-2.421582367220652,neutral
2,-724.3071899414062,84.48408508300781,-14.169809341430664,31.049457550048828,-3.0621771812438965,9.604400634765625,-14.447046279907227,-0.2199162393808365,-20.591161727905273,2.434901475906372,-0.2668572962284088,-4.0200886726379395,3.011852264404297,-8.109155654907227,3.9080986976623535,-5.972445487976074,-3.686382293701172,-5.658265113830566,2.4232778549194336,-4.8862528800964355,neutral
3,-645.4098510742188,87.81063842773438,-17.773391723632812,33.46895980834961,-0.9364779591560364,8.191231727600098,-9.919903755187988,-3.311972141265869,-18.590482711791992,-2.1994261741638184,1.543793797492981,-6.660093307495117,3.893641471862793,-8.572473526000977,2.9282712936401367,-3.3445169925689697,-3.60497784614563,-4.101902008056641,-1.3087760210037231,-0.5819399356842041,neutral
4,-421.06174439965565,25.1198614507995,8.65962416775195,10.517896868558044,5.371149042047616,-0.088886552457715,-3.25116647177378,-7.291436733201293,-9.26809582461401,-5.3039877076008075,-1.2868226299219598,-1.8978155410003144,-1.6870618071971384,-2.2772899633370396,-1.4052383162096922,-1.1407651721688234,-3.1568465187124124,-2.541127862247677,-0.2742453259632114,-1.5970922290491374,neutral
5,-708.9144897460938,84.49868774414062,-21.49127769470215,34.55522155761719,-3.84277081489563,8.117204666137695,-12.060873985290527,-5.40659236907959,-20.1083984375,3.682533025741577,-0.22145001590251923,-4.888765335083008,1.7637683153152466,-7.943141460418701,3.712315559387207,-5.44088888168335,-1.4364466667175293,-3.484307289123535,0.586723268032074,-5.1168084144592285,neutral
6,-652.7738647460938,87.76605224609375,-14.199620246887207,27.93309211730957,-4.658897876739502,8.516932487487793,-10.361979484558105,-3.9173696041107178,-16.896604537963867,-5.131096839904785,0.5199843049049377,-6.230331897735596,4.037430286407471,-7.93631649017334,-0.25615355372428894,-2.0700759887695312,-4.570291042327881,-6.258248805999756,1.0560659170150757,-0.7665398120880127,neutral
7,-412.99964458946926,26.72184179085716,9.570089979661018,8.95706776893864,1.6940913531213435,0.2552505708826412,-2.7161675001795715,-6.972680941134147,-8.379952858635848,-5.347417759308904,-1.8247386000248658,-1.2906500060786241,-1.0960559747796224,-2.2700931870300063,-1.6554372395573649,-1.2542659120027053,-3.7184844985521144,-4.240592084529604,-0.019816068293443862,-1.3350480977941677,neutral
8,-704.7073974609375,82.87474822998047,-13.571061134338379,25.77240753173828,-7.074492931365967,6.209867000579834,-13.510108947753906,-7.326362133026123,-20.31192970275879,-2.667623519897461,-1.0522830486297607,-4.620107173919678,1.7213155031204224,-8.639275550842285,0.21890518069267273,-3.3650381565093994,-5.093937397003174,-4.600795269012451,3.3374345302581787,-4.1290154457092285,neutral
9,-654.4788208007812,83.27748107910156,-10.463648796081543,28.67903709411621,-2.764230489730835,11.043975830078125,-8.73265552520752,-4.000188827514648,-15.32768726348877,-4.446720600128174,1.2292481660842896,-4.83892297744751,2.793078899383545,-7.475312232971191,0.5054627060890198,-1.6743719577789307,-3.7220020294189453,-4.876511573791504,0.8677064180374146,-1.4952746629714966,neutral
10,-475.60337746232716,35.50335818079021,7.494994843708127,12.944877653880875,3.012629721886517,1.62480844907803,-3.118107341589528,-8.363415791938758,-8.9200242566066,-4.304161090196014,-0.8349858198871826,-2.229329747124271,-0.9934288173810073,-3.3989206488351025,-1.199127376312683,0.3110644736196707,-4.288303795834917,-3.20159988084102,0.7658059784506899,-1.846852841314455,neutral
